client_id;nom_client;type_client;ville;code_postal;agence_rattachement;canal_acquisition;date_creation;profil_paiement
CLI-0682;Cabinet comptable Serval 54;Syndic;Lunel;34400;Montpellier;Annuaire pro;2025-05-14;Lent
CLI-0683;Camille Nguyen;Particulier;Pessac;33600;Bordeaux;Bouche-à-oreille;2025-05-17;Bon payeur
CLI-0684;Laure Noel;Particulier;Tournefeuille;31170;Toulouse;Site web;2025-05-18;Bon payeur
CLI-0685;Cabinet dentaire Ansel 61;Collectivité;Colomiers;31770;Toulouse;Site web;2025-05-19;Lent
CLI-0686;Cabinet dentaire Ansel 44;Professionnel;Lattes;34970;Montpellier;Bouche-à-oreille;2025-05-20;Standard
CLI-0687;Cédric Guerin;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2025-05-23;Standard
CLI-0688;Joëlle Barbier;Particulier;Toulouse;31000;Toulouse;Google Ads;2025-05-24;Bon payeur
CLI-0689;Rachida Vidal;Particulier;Mérignac;33700;Bordeaux;Google Ads;2025-05-25;Bon payeur
CLI-0690;Delphine Faure;Particulier;Mérignac;33700;Bordeaux;Google Ads;2025-05-27;Standard
CLI-0691;Cabinet comptable Serval 21;Professionnel;Béziers;34500;Montpellier;Annuaire pro;2025-05-28;Bon payeur
CLI-0692;Camping Les Pins 2;Professionnel;Balma;31130;Toulouse;Google Ads;2025-05-30;Lent
CLI-0693;Tiphaine Girard;Particulier;Tournefeuille;31170;Toulouse;Google Ads;2025-06-01;Standard
CLI-0694;Cabinet Vergne Immobilier 30;Collectivité;Talence;33400;Bordeaux;Bouche-à-oreille;2025-06-02;Standard
CLI-0695;Cédric Berger;Particulier;Libourne;33500;Bordeaux;Partenaire;2025-06-03;Bon payeur
CLI-0696;Nathalie Blanc;Particulier;Sète;34200;Montpellier;Google Ads;2025-06-04;Bon payeur
CLI-0697;Camille Brun;Particulier;Sète;34200;Montpellier;Bouche-à-oreille;2025-06-06;Bon payeur
CLI-0698;Boulangerie Marchetti 19;Professionnel;Mérignac;33700;Bordeaux;Partenaire;2025-06-08;Bon payeur
CLI-0699;Mairie de Lattes 59;Syndic;Bègles;33130;Bordeaux;Site web;2025-06-09;Lent
CLI-0700;Damien Blanc;Particulier;Talence;33400;Bordeaux;Google Ads;2025-06-10;Bon payeur
CLI-0701;William Renard;Particulier;Toulouse;31000;Toulouse;Bouche-à-oreille;2025-06-11;Bon payeur
CLI-0702;Boulangerie Marchetti 79;Collectivité;Bègles;33130;Bordeaux;Prospection;2025-06-12;Standard
CLI-0703;Olivier Marchal;Particulier;Talence;33400;Bordeaux;Site web;2025-06-14;Standard
CLI-0704;Ibrahim Noel;Particulier;Blagnac;31700;Toulouse;Partenaire;2025-06-15;Bon payeur
CLI-0705;Kevin Aubert;Particulier;Sète;34200;Montpellier;Bouche-à-oreille;2025-06-17;Lent
CLI-0706;Hôtel Le Cardinal 12;Syndic;Libourne;33500;Bordeaux;Bouche-à-oreille;2025-06-18;Standard
CLI-0707;Inès Chevalier;Particulier;Castelnau-le-Lez;34170;Montpellier;Partenaire;2025-06-20;Bon payeur
CLI-0708;Cabinet comptable Serval 57;Professionnel;Balma;31130;Toulouse;Site web;2025-06-22;Bon payeur
CLI-0709;Cabinet vétérinaire Dorel 54;Professionnel;Castelnau-le-Lez;34170;Montpellier;Google Ads;2025-06-23;Lent
CLI-0710;Hôtel Le Cardinal 25;Syndic;Lattes;34970;Montpellier;Partenaire;2025-06-24;Bon payeur
CLI-0711;Alain Rey;Particulier;Bordeaux;33000;Bordeaux;Prospection;2025-06-25;Standard
CLI-0712;Brasserie du Port 41;Professionnel;Balma;31130;Toulouse;Bouche-à-oreille;2025-06-26;Standard
CLI-0713;Hugo Guerin;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2025-06-29;Standard
CLI-0714;Hôtel Le Cardinal 65;Professionnel;Bordeaux;33000;Bordeaux;Annuaire pro;2025-06-30;Lent
CLI-0715;Joëlle Dupuis;Particulier;Bordeaux;33000;Bordeaux;Google Ads;2025-07-01;Standard
CLI-0716;Quentin Faure;Particulier;Talence;33400;Bordeaux;Bouche-à-oreille;2025-07-02;Bon payeur
CLI-0717;EHPAD Les Glycines 22;Syndic;Bègles;33130;Bordeaux;Prospection;2025-07-05;Bon payeur
CLI-0718;Camille Léger;Particulier;Toulouse;31000;Toulouse;Google Ads;2025-07-07;Bon payeur
CLI-0719;William Vidal;Particulier;Pessac;33600;Bordeaux;Bouche-à-oreille;2025-07-08;Standard
CLI-0720;Cédric Rey;Particulier;Tournefeuille;31170;Toulouse;Bouche-à-oreille;2025-07-10;Standard
CLI-0721;Yasmine Moreau;Particulier;Mérignac;33700;Bordeaux;Site web;2025-07-11;Bon payeur
CLI-0722;Pharmacie Centrale 13;Professionnel;Bègles;33130;Bordeaux;Annuaire pro;2025-07-12;Lent
CLI-0723;Office HLM Aquitaine 7;Professionnel;Lunel;34400;Montpellier;Bouche-à-oreille;2025-07-13;Bon payeur
CLI-0724;William Lefèvre;Particulier;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2025-07-14;Standard
CLI-0725;Cabinet vétérinaire Dorel 59;Professionnel;Colomiers;31770;Toulouse;Bouche-à-oreille;2025-07-15;Lent
CLI-0726;Cabinet comptable Serval 63;Professionnel;Bègles;33130;Bordeaux;Prospection;2025-07-16;Lent
CLI-0727;Pauline Masson;Particulier;Talence;33400;Bordeaux;Google Ads;2025-07-17;Bon payeur
CLI-0728;Émile Noel;Particulier;Bègles;33130;Bordeaux;Google Ads;2025-07-18;Standard
CLI-0729;Olivier Colin;Particulier;Lunel;34400;Montpellier;Partenaire;2025-07-20;Bon payeur
CLI-0730;Nathalie Robin;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2025-07-21;Bon payeur
CLI-0731;Adrien Barbier;Particulier;Pessac;33600;Bordeaux;Bouche-à-oreille;2025-07-22;Standard
CLI-0732;Kevin Vidal;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2025-07-26;Standard
CLI-0733;Adrien Robin;Particulier;Bordeaux;33000;Bordeaux;Partenaire;2025-07-27;Standard
CLI-0734;Hôtel Le Cardinal 40;Syndic;Lunel;34400;Montpellier;Bouche-à-oreille;2025-07-28;Bon payeur
CLI-0735;Salle de sport Ironfit 52;Professionnel;Talence;33400;Bordeaux;Google Ads;2025-07-29;Litigieux
CLI-0736;Ulysse Marchal;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2025-07-31;Bon payeur
CLI-0737;Émile Rey;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2025-08-01;Bon payeur
CLI-0738;Damien Léger;Particulier;Lunel;34400;Montpellier;Site web;2025-08-02;Bon payeur
CLI-0739;Hugo Blanc;Particulier;Toulouse;31000;Toulouse;Site web;2025-08-03;Standard
CLI-0740;Inès Bonnet;Particulier;Muret;31600;Toulouse;Partenaire;2025-08-05;Bon payeur
CLI-0741;Inès Poirier;Particulier;Libourne;33500;Bordeaux;Partenaire;2025-08-06;Standard
CLI-0742;Clinique du Parc 35;Professionnel;Pessac;33600;Bordeaux;Google Ads;2025-08-07;Standard
CLI-0743;Gaëlle Bonnet;Particulier;Tournefeuille;31170;Toulouse;Partenaire;2025-08-09;Bon payeur
CLI-0744;Kevin Millet;Particulier;Tournefeuille;31170;Toulouse;Bouche-à-oreille;2025-08-10;Standard
CLI-0745;Pauline Rey;Particulier;Castelnau-le-Lez;34170;Montpellier;Bouche-à-oreille;2025-08-11;Lent
CLI-0746;Foncia Occitanie 83;Professionnel;Mérignac;33700;Bordeaux;Bouche-à-oreille;2025-08-12;Standard
CLI-0747;Cabinet vétérinaire Dorel 56;Syndic;Mérignac;33700;Bordeaux;Google Ads;2025-08-13;Standard
CLI-0748;EHPAD Les Glycines 66;Professionnel;Toulouse;31000;Toulouse;Bouche-à-oreille;2025-08-14;Bon payeur
CLI-0749;Résidence Les Oliviers 37;Professionnel;Montpellier;34000;Montpellier;Google Ads;2025-08-15;Bon payeur
CLI-0750;Valérie Marchal;Particulier;Montpellier;34000;Montpellier;Site web;2025-08-16;Standard
CLI-0751;Serge Aubert;Particulier;Bordeaux;33000;Bordeaux;Site web;2025-08-18;Bon payeur
CLI-0752;Résidence Belvédère 73;Professionnel;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2025-08-20;Standard
CLI-0753;Valérie Poirier;Particulier;Bordeaux;33000;Bordeaux;Site web;2025-08-21;Bon payeur
CLI-0754;Groupe scolaire Jean-Jaurès 8;Professionnel;Pessac;33600;Bordeaux;Site web;2025-08-22;Standard
CLI-0755;Rachida Barbier;Particulier;Lunel;34400;Montpellier;Bouche-à-oreille;2025-08-24;Bon payeur
CLI-0756;Marc Robin;Particulier;Muret;31600;Toulouse;Bouche-à-oreille;2025-08-25;Litigieux
CLI-0757;Syndic Gestion Aquitaine 95;Professionnel;Muret;31600;Toulouse;Site web;2025-08-27;Bon payeur
CLI-0758;Marc Brun;Particulier;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2025-08-28;Bon payeur
CLI-0759;Valérie Poirier;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2025-08-29;Standard
CLI-0760;Pharmacie Centrale 38;Syndic;Montpellier;34000;Montpellier;Site web;2025-08-30;Lent
CLI-0761;Kevin Charpentier;Particulier;Pessac;33600;Bordeaux;Annuaire pro;2025-08-31;Bon payeur
CLI-0762;Yasmine Guerin;Particulier;Colomiers;31770;Toulouse;Site web;2025-09-01;Lent
CLI-0763;Garage Autoplus 92;Syndic;Bègles;33130;Bordeaux;Bouche-à-oreille;2025-09-02;Lent
CLI-0764;Pharmacie Centrale 80;Collectivité;Muret;31600;Toulouse;Partenaire;2025-09-03;Bon payeur
CLI-0765;Olivier Nguyen;Particulier;Sète;34200;Montpellier;Site web;2025-09-05;Bon payeur
CLI-0766;Résidence Les Oliviers 90;Syndic;Bègles;33130;Bordeaux;Prospection;2025-09-06;Bon payeur
CLI-0767;Pharmacie Centrale 38;Collectivité;Bègles;33130;Bordeaux;Site web;2025-09-08;Lent
CLI-0768;Delphine Nguyen;Particulier;Bègles;33130;Bordeaux;Partenaire;2025-09-09;Bon payeur
CLI-0769;Serge Barbier;Particulier;Lattes;34970;Montpellier;Google Ads;2025-09-10;Standard
CLI-0770;Garage Autoplus 19;Professionnel;Muret;31600;Toulouse;Bouche-à-oreille;2025-09-11;Standard
CLI-0771;Camille Noel;Particulier;Pessac;33600;Bordeaux;Site web;2025-09-14;Bon payeur
CLI-0772;Gérard Masson;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2025-09-16;Bon payeur
CLI-0773;Salle de sport Ironfit 27;Professionnel;Toulouse;31000;Toulouse;Bouche-à-oreille;2025-09-17;Standard
CLI-0774;Gaëlle Lefèvre;Particulier;Balma;31130;Toulouse;Bouche-à-oreille;2025-09-18;Bon payeur
CLI-0775;Ibrahim Vidal;Particulier;Sète;34200;Montpellier;Google Ads;2025-09-19;Standard
CLI-0776;SARL Toitures Sud 65;Collectivité;Bègles;33130;Bordeaux;Partenaire;2025-09-21;Standard
CLI-0777;Valérie Moreau;Particulier;Mérignac;33700;Bordeaux;Site web;2025-09-24;Standard
CLI-0778;Clinique du Parc 7;Professionnel;Talence;33400;Bordeaux;Bouche-à-oreille;2025-09-25;Bon payeur
CLI-0779;Franck Aubert;Particulier;Mérignac;33700;Bordeaux;Partenaire;2025-09-26;Bon payeur
CLI-0780;Hélène Marchal;Particulier;Béziers;34500;Montpellier;Partenaire;2025-09-29;Standard
CLI-0781;CCAS de Muret 90;Professionnel;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2025-09-30;Standard
CLI-0782;Hélène Vidal;Particulier;Muret;31600;Toulouse;Bouche-à-oreille;2025-10-01;Bon payeur
CLI-0783;Pharmacie Centrale 15;Professionnel;Libourne;33500;Bordeaux;Google Ads;2025-10-03;Lent
CLI-0784;Brasserie du Port 72;Professionnel;Bègles;33130;Bordeaux;Bouche-à-oreille;2025-10-05;Standard
CLI-0785;Foncia Occitanie 18;Syndic;Balma;31130;Toulouse;Google Ads;2025-10-06;Standard
CLI-0786;Gaëlle Perrin;Particulier;Talence;33400;Bordeaux;Site web;2025-10-07;Litigieux
CLI-0787;Yasmine Millet;Particulier;Blagnac;31700;Toulouse;Site web;2025-10-08;Standard
CLI-0788;Adrien Rey;Particulier;Libourne;33500;Bordeaux;Site web;2025-10-09;Bon payeur
CLI-0789;Cabinet Vergne Immobilier 33;Professionnel;Blagnac;31700;Toulouse;Site web;2025-10-10;Bon payeur
CLI-0790;Gaëlle Girard;Particulier;Sète;34200;Montpellier;Google Ads;2025-10-11;Standard
CLI-0791;Rachida Brun;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2025-10-13;Standard
CLI-0792;Damien Barbier;Particulier;Libourne;33500;Bordeaux;Google Ads;2025-10-15;Bon payeur
CLI-0793;Mairie de Lattes 9;Collectivité;Tournefeuille;31170;Toulouse;Partenaire;2025-10-16;Lent
CLI-0794;Émile Guerin;Particulier;Montpellier;34000;Montpellier;Bouche-à-oreille;2025-10-17;Lent
CLI-0795;Damien Lefèvre;Particulier;Lattes;34970;Montpellier;Site web;2025-10-20;Bon payeur
CLI-0796;Fanny Berger;Particulier;Tournefeuille;31170;Toulouse;Prospection;2025-10-21;Standard
CLI-0797;Supérette Vival 15;Collectivité;Pessac;33600;Bordeaux;Site web;2025-10-22;Lent
CLI-0798;Elsa Aubert;Particulier;Blagnac;31700;Toulouse;Partenaire;2025-10-24;Standard
CLI-0799;Marc Gaillard;Particulier;Béziers;34500;Montpellier;Site web;2025-10-25;Litigieux
CLI-0800;Pauline Charpentier;Particulier;Pessac;33600;Bordeaux;Bouche-à-oreille;2025-10-26;Bon payeur
CLI-0801;Pharmacie Centrale 65;Syndic;Talence;33400;Bordeaux;Prospection;2025-10-31;Lent
CLI-0802;Groupe scolaire Jean-Jaurès 10;Collectivité;Talence;33400;Bordeaux;Bouche-à-oreille;2025-11-01;Bon payeur
CLI-0803;Laure Da Silva;Particulier;Libourne;33500;Bordeaux;Partenaire;2025-11-02;Standard
CLI-0804;Gaëlle Moreau;Particulier;Talence;33400;Bordeaux;Site web;2025-11-03;Standard
CLI-0805;Office HLM Aquitaine 4;Professionnel;Talence;33400;Bordeaux;Site web;2025-11-04;Standard
CLI-0806;Menuiserie Lacoste 76;Professionnel;Muret;31600;Toulouse;Bouche-à-oreille;2025-11-06;Standard
CLI-0807;Tiphaine Brun;Particulier;Libourne;33500;Bordeaux;Site web;2025-11-07;Bon payeur
CLI-0808;Adrien Marchal;Particulier;Blagnac;31700;Toulouse;Site web;2025-11-09;Standard
CLI-0809;Serge Dubois;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2025-11-11;Standard
CLI-0810;Valérie Roussel;Particulier;Castelnau-le-Lez;34170;Montpellier;Site web;2025-11-12;Bon payeur
CLI-0811;Lycée Saint-Exupéry 69;Collectivité;Mérignac;33700;Bordeaux;Bouche-à-oreille;2025-11-14;Lent
CLI-0812;Restaurant Le Bistrot 14;Syndic;Talence;33400;Bordeaux;Prospection;2025-11-15;Standard
CLI-0813;Nathalie Rey;Particulier;Bordeaux;33000;Bordeaux;Site web;2025-11-16;Lent
CLI-0814;Garage Autoplus 27;Syndic;Lunel;34400;Montpellier;Bouche-à-oreille;2025-11-17;Standard
CLI-0815;William Nguyen;Particulier;Béziers;34500;Montpellier;Site web;2025-11-20;Lent
CLI-0816;Pharmacie Centrale 30;Syndic;Mérignac;33700;Bordeaux;Annuaire pro;2025-11-22;Lent
CLI-0817;Cabinet dentaire Ansel 91;Professionnel;Pessac;33600;Bordeaux;Google Ads;2025-11-24;Standard
CLI-0818;Elsa Nguyen;Particulier;Blagnac;31700;Toulouse;Partenaire;2025-11-26;Standard
CLI-0819;Cabinet comptable Serval 71;Professionnel;Talence;33400;Bordeaux;Site web;2025-11-27;Bon payeur
CLI-0820;Syndic Gestion Aquitaine 23;Professionnel;Talence;33400;Bordeaux;Site web;2025-11-28;Standard
CLI-0821;Garage Autoplus 81;Syndic;Mérignac;33700;Bordeaux;Site web;2025-11-29;Bon payeur
CLI-0822;Pharmacie Centrale 94;Professionnel;Balma;31130;Toulouse;Site web;2025-11-30;Standard
CLI-0823;Groupe scolaire Jean-Jaurès 7;Syndic;Béziers;34500;Montpellier;Prospection;2025-12-02;Lent
CLI-0824;Office HLM Aquitaine 97;Syndic;Lattes;34970;Montpellier;Bouche-à-oreille;2025-12-05;Standard
CLI-0825;Serge Robin;Particulier;Sète;34200;Montpellier;Site web;2025-12-06;Standard
CLI-0826;Alain Nguyen;Particulier;Pessac;33600;Bordeaux;Site web;2025-12-07;Standard
CLI-0827;Gérard Renard;Particulier;Talence;33400;Bordeaux;Site web;2025-12-08;Bon payeur
CLI-0828;Pauline Chevalier;Particulier;Toulouse;31000;Toulouse;Google Ads;2025-12-11;Bon payeur
CLI-0829;Foncia Occitanie 82;Syndic;Castelnau-le-Lez;34170;Montpellier;Partenaire;2025-12-13;Lent
CLI-0830;Cabinet dentaire Ansel 81;Professionnel;Mérignac;33700;Bordeaux;Bouche-à-oreille;2025-12-14;Standard
CLI-0831;Menuiserie Lacoste 16;Professionnel;Blagnac;31700;Toulouse;Google Ads;2025-12-17;Bon payeur
CLI-0832;CCAS de Muret 70;Collectivité;Sète;34200;Montpellier;Bouche-à-oreille;2025-12-18;Standard
CLI-0833;Supérette Vival 63;Syndic;Sète;34200;Montpellier;Partenaire;2025-12-19;Standard
CLI-0834;Valérie Nguyen;Particulier;Castelnau-le-Lez;34170;Montpellier;Site web;2025-12-21;Standard
CLI-0835;Cabinet comptable Serval 40;Syndic;Montpellier;34000;Montpellier;Bouche-à-oreille;2025-12-23;Lent
CLI-0836;Groupe scolaire Jean-Jaurès 23;Collectivité;Lattes;34970;Montpellier;Bouche-à-oreille;2025-12-24;Bon payeur
CLI-0837;Gérard Millet;Particulier;Toulouse;31000;Toulouse;Prospection;2025-12-25;Bon payeur
CLI-0838;Boulangerie Marchetti 80;Collectivité;Colomiers;31770;Toulouse;Prospection;2025-12-27;Standard
CLI-0839;Supérette Vival 73;Syndic;Tournefeuille;31170;Toulouse;Partenaire;2025-12-28;Lent
CLI-0840;Résidence Belvédère 62;Professionnel;Bordeaux;33000;Bordeaux;Google Ads;2025-12-29;Standard
CLI-0841;SCI Les Tilleuls 69;Collectivité;Colomiers;31770;Toulouse;Bouche-à-oreille;2025-12-31;Standard
CLI-0842;Yasmine Guerin;Particulier;Sète;34200;Montpellier;Prospection;2026-01-01;Standard
CLI-0843;Pharmacie Centrale 6;Professionnel;Muret;31600;Toulouse;Site web;2026-01-05;Standard
CLI-0844;Boulangerie Marchetti 69;Syndic;Colomiers;31770;Toulouse;Site web;2026-01-06;Bon payeur
CLI-0845;Syndic Gestion Aquitaine 69;Syndic;Montpellier;34000;Montpellier;Partenaire;2026-01-07;Standard
CLI-0846;Foncia Occitanie 48;Syndic;Bordeaux;33000;Bordeaux;Prospection;2026-01-08;Standard
CLI-0847;Auto-école Conduite Plus 80;Professionnel;Blagnac;31700;Toulouse;Partenaire;2026-01-12;Standard
CLI-0848;Garage Autoplus 74;Professionnel;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2026-01-13;Bon payeur
CLI-0849;SCI Les Tilleuls 25;Collectivité;Libourne;33500;Bordeaux;Bouche-à-oreille;2026-01-14;Standard
CLI-0850;Camille Nguyen;Particulier;Bordeaux;33000;Bordeaux;Partenaire;2026-01-18;Standard
CLI-0851;Laure Chevalier;Particulier;Sète;34200;Montpellier;Site web;2026-01-19;Standard
CLI-0852;Gérard Barbier;Particulier;Bègles;33130;Bordeaux;Google Ads;2026-01-20;Standard
CLI-0853;CCAS de Muret 62;Professionnel;Castelnau-le-Lez;34170;Montpellier;Site web;2026-01-22;Bon payeur
CLI-0854;Hugo Léger;Particulier;Blagnac;31700;Toulouse;Partenaire;2026-01-23;Bon payeur
CLI-0855;Serge Dubois;Particulier;Montpellier;34000;Montpellier;Site web;2026-01-24;Standard
CLI-0856;Groupe scolaire Jean-Jaurès 92;Syndic;Mérignac;33700;Bordeaux;Prospection;2026-01-25;Bon payeur
CLI-0857;Hélène Masson;Particulier;Libourne;33500;Bordeaux;Site web;2026-01-27;Lent
CLI-0858;Garage Autoplus 4;Syndic;Balma;31130;Toulouse;Prospection;2026-01-28;Litigieux
CLI-0859;Kevin Brun;Particulier;Bordeaux;33000;Bordeaux;Google Ads;2026-01-29;Lent
CLI-0860;William Nguyen;Particulier;Tournefeuille;31170;Toulouse;Site web;2026-01-30;Bon payeur
CLI-0861;Damien Dupuis;Particulier;Pessac;33600;Bordeaux;Google Ads;2026-01-31;Lent
CLI-0862;Damien Faure;Particulier;Toulouse;31000;Toulouse;Prospection;2026-02-01;Lent
CLI-0863;Supérette Vival 77;Professionnel;Montpellier;34000;Montpellier;Google Ads;2026-02-02;Bon payeur
CLI-0864;SARL Toitures Sud 31;Professionnel;Talence;33400;Bordeaux;Google Ads;2026-02-04;Standard
CLI-0865;Cabinet dentaire Ansel 95;Collectivité;Pessac;33600;Bordeaux;Bouche-à-oreille;2026-02-07;Lent
CLI-0866;Cédric Rey;Particulier;Libourne;33500;Bordeaux;Prospection;2026-02-08;Bon payeur
CLI-0867;Pauline Guerin;Particulier;Mérignac;33700;Bordeaux;Google Ads;2026-02-09;Standard
CLI-0868;Boulangerie Marchetti 26;Collectivité;Montpellier;34000;Montpellier;Site web;2026-02-11;Lent
CLI-0869;Émile Berger;Particulier;Pessac;33600;Bordeaux;Bouche-à-oreille;2026-02-12;Standard
CLI-0870;Mairie de Lattes 85;Professionnel;Pessac;33600;Bordeaux;Partenaire;2026-02-13;Bon payeur
CLI-0871;Résidence Les Oliviers 15;Professionnel;Lattes;34970;Montpellier;Partenaire;2026-02-15;Standard
CLI-0872;Salle de sport Ironfit 55;Professionnel;Bordeaux;33000;Bordeaux;Site web;2026-02-16;Standard
CLI-0873;Hélène Millet;Particulier;Bègles;33130;Bordeaux;Prospection;2026-02-17;Standard
CLI-0874;Clinique du Parc 29;Collectivité;Montpellier;34000;Montpellier;Bouche-à-oreille;2026-02-18;Standard
CLI-0875;Cabinet vétérinaire Dorel 60;Professionnel;Talence;33400;Bordeaux;Annuaire pro;2026-02-19;Standard
CLI-0876;SCI Les Tilleuls 58;Collectivité;Talence;33400;Bordeaux;Bouche-à-oreille;2026-02-20;Bon payeur
CLI-0877;Cabinet comptable Serval 4;Professionnel;Talence;33400;Bordeaux;Partenaire;2026-02-21;Standard
CLI-0878;Brasserie du Port 30;Professionnel;Montpellier;34000;Montpellier;Prospection;2026-02-22;Lent
CLI-0879;Cabinet dentaire Ansel 65;Professionnel;Sète;34200;Montpellier;Bouche-à-oreille;2026-02-23;Standard
CLI-0880;William Marchal;Particulier;Bègles;33130;Bordeaux;Prospection;2026-02-24;Standard
CLI-0881;SARL Toitures Sud 70;Syndic;Montpellier;34000;Montpellier;Annuaire pro;2026-02-26;Lent
CLI-0882;Marc Blanc;Particulier;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2026-02-27;Bon payeur
CLI-0883;Cabinet Vergne Immobilier 24;Professionnel;Sète;34200;Montpellier;Google Ads;2026-02-28;Lent
CLI-0884;Tiphaine Lefèvre;Particulier;Balma;31130;Toulouse;Site web;2026-03-01;Lent
CLI-0885;SARL Toitures Sud 63;Professionnel;Libourne;33500;Bordeaux;Annuaire pro;2026-03-02;Standard
CLI-0886;Marc Girard;Particulier;Mérignac;33700;Bordeaux;Annuaire pro;2026-03-03;Bon payeur
CLI-0887;Gaëlle Lefèvre;Particulier;Montpellier;34000;Montpellier;Site web;2026-03-07;Bon payeur
CLI-0888;Ulysse Rey;Particulier;Talence;33400;Bordeaux;Site web;2026-03-08;Bon payeur
CLI-0889;Franck Da Silva;Particulier;Toulouse;31000;Toulouse;Google Ads;2026-03-09;Bon payeur
CLI-0890;Cabinet vétérinaire Dorel 22;Collectivité;Bordeaux;33000;Bordeaux;Partenaire;2026-03-11;Standard
CLI-0891;Hugo Poirier;Particulier;Colomiers;31770;Toulouse;Google Ads;2026-03-12;Standard
CLI-0892;Cabinet Vergne Immobilier 22;Professionnel;Talence;33400;Bordeaux;Bouche-à-oreille;2026-03-13;Lent
CLI-0893;Fanny Rey;Particulier;Bordeaux;33000;Bordeaux;Google Ads;2026-03-14;Bon payeur
CLI-0894;Brasserie du Port 51;Syndic;Montpellier;34000;Montpellier;Site web;2026-03-15;Litigieux
CLI-0895;Fanny Renard;Particulier;Tournefeuille;31170;Toulouse;Prospection;2026-03-18;Lent
CLI-0896;Tiphaine Nguyen;Particulier;Béziers;34500;Montpellier;Google Ads;2026-03-19;Bon payeur
CLI-0897;Nathalie Da Silva;Particulier;Colomiers;31770;Toulouse;Bouche-à-oreille;2026-03-20;Standard
CLI-0898;Menuiserie Lacoste 29;Professionnel;Mérignac;33700;Bordeaux;Bouche-à-oreille;2026-03-22;Lent
CLI-0899;Joëlle Roussel;Particulier;Toulouse;31000;Toulouse;Bouche-à-oreille;2026-03-24;Standard
CLI-0900;Béatrice Dubois;Particulier;Sète;34200;Montpellier;Bouche-à-oreille;2026-03-26;Bon payeur
CLI-0901;CCAS de Muret 38;Syndic;Lattes;34970;Montpellier;Prospection;2026-03-27;Bon payeur
CLI-0902;Résidence Belvédère 62;Professionnel;Bordeaux;33000;Bordeaux;Site web;2026-03-31;Standard
CLI-0903;Franck Rey;Particulier;Libourne;33500;Bordeaux;Annuaire pro;2026-04-01;Standard
CLI-0904;Tiphaine Da Silva;Particulier;Tournefeuille;31170;Toulouse;Bouche-à-oreille;2026-04-02;Lent
CLI-0905;Cabinet vétérinaire Dorel 20;Professionnel;Montpellier;34000;Montpellier;Bouche-à-oreille;2026-04-03;Standard
CLI-0906;Cabinet vétérinaire Dorel 14;Professionnel;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2026-04-06;Standard
CLI-0907;Résidence Les Oliviers 50;Professionnel;Balma;31130;Toulouse;Bouche-à-oreille;2026-04-07;Standard
CLI-0908;Adrien Berger;Particulier;Toulouse;31000;Toulouse;Bouche-à-oreille;2026-04-08;Standard
CLI-0909;Damien Bonnet;Particulier;Colomiers;31770;Toulouse;Bouche-à-oreille;2026-04-09;Bon payeur
CLI-0910;CCAS de Muret 52;Professionnel;Bègles;33130;Bordeaux;Site web;2026-04-11;Standard
CLI-0911;Auto-école Conduite Plus 20;Collectivité;Mérignac;33700;Bordeaux;Bouche-à-oreille;2026-04-12;Lent
CLI-0912;Mairie de Lattes 88;Syndic;Mérignac;33700;Bordeaux;Bouche-à-oreille;2026-04-14;Bon payeur
CLI-0913;Syndic Gestion Aquitaine 99;Professionnel;Muret;31600;Toulouse;Google Ads;2026-04-15;Bon payeur
CLI-0914;Olivier Millet;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2026-04-16;Bon payeur
CLI-0915;Béatrice Vidal;Particulier;Bègles;33130;Bordeaux;Site web;2026-04-18;Lent
CLI-0916;William Perrin;Particulier;Toulouse;31000;Toulouse;Annuaire pro;2026-04-19;Standard
CLI-0917;Cabinet dentaire Ansel 82;Professionnel;Lunel;34400;Montpellier;Partenaire;2026-04-20;Bon payeur
CLI-0918;EHPAD Les Glycines 34;Professionnel;Toulouse;31000;Toulouse;Prospection;2026-04-22;Lent
CLI-0919;Résidence Les Oliviers 58;Syndic;Pessac;33600;Bordeaux;Prospection;2026-04-24;Standard
CLI-0920;EHPAD Les Glycines 50;Collectivité;Colomiers;31770;Toulouse;Prospection;2026-04-25;Standard
CLI-0921;Fanny Gaillard;Particulier;Libourne;33500;Bordeaux;Prospection;2026-04-26;Bon payeur
