relance_id;devis_id;date_relance;mois;exercice;rang;canal;agence;commercial;issue;duree_min
REL-02543;DEV-02268;2025-10-07;2025-10;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;10.5
REL-02544;DEV-02268;2025-10-20;2025-10;2025-2026;2;Téléphone;Bordeaux;Karim Belkacem;Refus signifié;11.5
REL-02545;DEV-02269;2025-10-06;2025-10;2025-2026;1;Email;Montpellier;Thomas Rey;Accord obtenu;2.7
REL-02546;DEV-02270;2025-10-06;2025-10;2025-2026;1;Téléphone;Toulouse;Nadia Cherif;Sans réponse;9.4
REL-02547;DEV-02270;2025-10-20;2025-10;2025-2026;2;Téléphone;Toulouse;Nadia Cherif;Accord obtenu;12.5
REL-02548;DEV-02271;2025-10-05;2025-10;2025-2026;1;SMS;Toulouse;Julien Fabre;Négociation en cours;2.2
REL-02549;DEV-02271;2025-10-12;2025-10;2025-2026;2;Téléphone;Toulouse;Julien Fabre;Négociation en cours;6.7
REL-02550;DEV-02271;2025-10-21;2025-10;2025-2026;3;Email;Toulouse;Julien Fabre;Accord obtenu;1.3
REL-02551;DEV-02272;2025-10-01;2025-10;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;6.7
REL-02552;DEV-02273;2025-10-08;2025-10;2025-2026;1;SMS;Toulouse;Julien Fabre;Sans réponse;1.8
REL-02553;DEV-02273;2025-10-22;2025-10;2025-2026;2;Email;Toulouse;Julien Fabre;Rappel demandé;3.0
REL-02554;DEV-02274;2025-10-07;2025-10;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Accord obtenu;4.8
REL-02555;DEV-02275;2025-10-12;2025-10;2025-2026;1;Email;Montpellier;Thomas Rey;Injoignable;3.0
REL-02556;DEV-02277;2025-10-10;2025-10;2025-2026;1;Téléphone;Toulouse;Nadia Cherif;Refus signifié;3.8
REL-02557;DEV-02278;2025-10-04;2025-10;2025-2026;1;Email;Toulouse;Nadia Cherif;Accord obtenu;2.3
REL-02558;DEV-02279;2025-10-07;2025-10;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Négociation en cours;6.5
REL-02559;DEV-02279;2025-10-16;2025-10;2025-2026;2;Email;Bordeaux;Sophie Marchand;Refus signifié;2.5
REL-02560;DEV-02280;2025-10-15;2025-10;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Refus signifié;5.4
REL-02561;DEV-02281;2025-10-08;2025-10;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Négociation en cours;4.0
REL-02562;DEV-02281;2025-10-15;2025-10;2025-2026;2;Email;Bordeaux;Sophie Marchand;Rappel demandé;1.7
REL-02563;DEV-02282;2025-10-16;2025-10;2025-2026;1;SMS;Toulouse;Julien Fabre;Refus signifié;4.3
REL-02564;DEV-02283;2025-10-07;2025-10;2025-2026;1;Email;Bordeaux;Sophie Marchand;Accord obtenu;2.1
REL-02565;DEV-02284;2025-10-11;2025-10;2025-2026;1;SMS;Bordeaux;Karim Belkacem;Sans réponse;3.8
REL-02566;DEV-02284;2025-10-19;2025-10;2025-2026;2;Téléphone;Bordeaux;Karim Belkacem;Rappel demandé;12.0
REL-02567;DEV-02285;2025-10-11;2025-10;2025-2026;1;Email;Bordeaux;Karim Belkacem;Refus signifié;2.4
REL-02568;DEV-02287;2025-10-21;2025-10;2025-2026;1;SMS;Bordeaux;Sophie Marchand;Sans réponse;2.4
REL-02569;DEV-02289;2025-10-07;2025-10;2025-2026;1;Téléphone;Toulouse;Nadia Cherif;Injoignable;13.7
REL-02570;DEV-02289;2025-10-15;2025-10;2025-2026;2;SMS;Toulouse;Nadia Cherif;Accord obtenu;1.7
REL-02571;DEV-02290;2025-10-19;2025-10;2025-2026;1;Email;Bordeaux;Sophie Marchand;Sans réponse;3.8
REL-02572;DEV-02290;2025-10-24;2025-10;2025-2026;2;Email;Bordeaux;Sophie Marchand;Rappel demandé;1.5
REL-02573;DEV-02291;2025-10-13;2025-10;2025-2026;1;Email;Montpellier;Thomas Rey;Rappel demandé;4.3
REL-02574;DEV-02292;2025-10-10;2025-10;2025-2026;1;Email;Bordeaux;Karim Belkacem;Sans réponse;4.0
REL-02575;DEV-02292;2025-10-20;2025-10;2025-2026;2;Email;Bordeaux;Karim Belkacem;Accord obtenu;1.1
REL-02576;DEV-02293;2025-10-13;2025-10;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Rappel demandé;8.6
REL-02577;DEV-02293;2025-10-26;2025-10;2025-2026;2;Email;Bordeaux;Karim Belkacem;Accord obtenu;1.0
REL-02578;DEV-02297;2025-10-20;2025-10;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Refus signifié;10.5
REL-02579;DEV-02298;2025-10-23;2025-10;2025-2026;1;Email;Montpellier;Thomas Rey;Sans réponse;2.7
REL-02580;DEV-02302;2025-10-19;2025-10;2025-2026;1;Email;Bordeaux;Sophie Marchand;Négociation en cours;1.7
REL-02581;DEV-02303;2025-10-20;2025-10;2025-2026;1;Email;Toulouse;Julien Fabre;Rappel demandé;2.9
REL-02582;DEV-02305;2025-10-11;2025-10;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Refus signifié;7.4
REL-02583;DEV-02307;2025-10-21;2025-10;2025-2026;1;Email;Montpellier;Thomas Rey;Sans réponse;1.2
REL-02584;DEV-02307;2025-10-31;2025-10;2025-2026;2;Téléphone;Montpellier;Thomas Rey;Sans réponse;9.8
REL-02585;DEV-02307;2025-11-08;2025-11;2025-2026;3;Email;Montpellier;Thomas Rey;Rappel demandé;1.5
REL-02586;DEV-02309;2025-10-27;2025-10;2025-2026;1;Email;Bordeaux;Sophie Marchand;Injoignable;4.9
REL-02587;DEV-02309;2025-11-08;2025-11;2025-2026;2;Email;Bordeaux;Sophie Marchand;Refus signifié;1.2
REL-02588;DEV-02311;2025-10-23;2025-10;2025-2026;1;Email;Bordeaux;Sophie Marchand;Refus signifié;3.2
REL-02589;DEV-02312;2025-10-25;2025-10;2025-2026;1;Email;Toulouse;Nadia Cherif;Sans réponse;2.3
REL-02590;DEV-02312;2025-11-04;2025-11;2025-2026;2;Téléphone;Toulouse;Nadia Cherif;Refus signifié;2.4
REL-02591;DEV-02314;2025-10-23;2025-10;2025-2026;1;Email;Montpellier;Thomas Rey;Sans réponse;4.3
REL-02592;DEV-02314;2025-11-04;2025-11;2025-2026;2;SMS;Montpellier;Thomas Rey;Rappel demandé;1.9
REL-02593;DEV-02317;2025-10-17;2025-10;2025-2026;1;Email;Toulouse;Nadia Cherif;Accord obtenu;3.8
REL-02594;DEV-02320;2025-10-25;2025-10;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Rappel demandé;8.9
REL-02595;DEV-02320;2025-11-01;2025-11;2025-2026;2;Téléphone;Toulouse;Julien Fabre;Sans réponse;6.7
REL-02596;DEV-02320;2025-11-11;2025-11;2025-2026;3;Email;Toulouse;Julien Fabre;Rappel demandé;3.2
REL-02597;DEV-02322;2025-11-01;2025-11;2025-2026;1;Email;Montpellier;Thomas Rey;Sans réponse;2.0
REL-02598;DEV-02322;2025-11-11;2025-11;2025-2026;2;Email;Montpellier;Thomas Rey;Refus signifié;3.4
REL-02599;DEV-02324;2025-10-22;2025-10;2025-2026;1;SMS;Toulouse;Julien Fabre;Rappel demandé;2.4
REL-02600;DEV-02325;2025-10-30;2025-10;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Sans réponse;13.1
REL-02601;DEV-02325;2025-11-06;2025-11;2025-2026;2;Email;Toulouse;Julien Fabre;Refus signifié;4.1
REL-02602;DEV-02330;2025-10-24;2025-10;2025-2026;1;Email;Toulouse;Nadia Cherif;Négociation en cours;3.5
REL-02603;DEV-02330;2025-10-29;2025-10;2025-2026;2;Email;Toulouse;Nadia Cherif;Refus signifié;1.2
REL-02604;DEV-02331;2025-10-25;2025-10;2025-2026;1;Email;Toulouse;Nadia Cherif;Négociation en cours;2.2
REL-02605;DEV-02331;2025-11-02;2025-11;2025-2026;2;Téléphone;Toulouse;Nadia Cherif;Rappel demandé;4.8
REL-02606;DEV-02331;2025-11-10;2025-11;2025-2026;3;Téléphone;Toulouse;Nadia Cherif;Rappel demandé;6.2
REL-02607;DEV-02332;2025-11-03;2025-11;2025-2026;1;Email;Toulouse;Julien Fabre;Rappel demandé;1.4
REL-02608;DEV-02332;2025-11-08;2025-11;2025-2026;2;Email;Toulouse;Julien Fabre;Sans réponse;1.6
REL-02609;DEV-02332;2025-11-17;2025-11;2025-2026;3;Email;Toulouse;Julien Fabre;Refus signifié;4.8
REL-02610;DEV-02333;2025-11-03;2025-11;2025-2026;1;SMS;Montpellier;Thomas Rey;Négociation en cours;2.0
REL-02611;DEV-02335;2025-11-05;2025-11;2025-2026;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;4.6
REL-02612;DEV-02335;2025-11-13;2025-11;2025-2026;2;Téléphone;Bordeaux;Sophie Marchand;Refus signifié;12.5
REL-02613;DEV-02340;2025-11-04;2025-11;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;12.7
REL-02614;DEV-02342;2025-11-03;2025-11;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Rappel demandé;6.3
REL-02615;DEV-02342;2025-11-12;2025-11;2025-2026;2;Email;Bordeaux;Karim Belkacem;Sans réponse;1.7
REL-02616;DEV-02343;2025-11-02;2025-11;2025-2026;1;SMS;Bordeaux;Karim Belkacem;Sans réponse;1.1
REL-02617;DEV-02343;2025-11-09;2025-11;2025-2026;2;Email;Bordeaux;Karim Belkacem;Rappel demandé;3.9
REL-02618;DEV-02343;2025-11-23;2025-11;2025-2026;3;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;3.5
REL-02619;DEV-02346;2025-11-03;2025-11;2025-2026;1;Email;Bordeaux;Sophie Marchand;Sans réponse;1.9
REL-02620;DEV-02348;2025-10-29;2025-10;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;11.3
REL-02621;DEV-02349;2025-10-31;2025-10;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Rappel demandé;5.6
REL-02622;DEV-02353;2025-11-01;2025-11;2025-2026;1;Email;Montpellier;Thomas Rey;Rappel demandé;2.4
REL-02623;DEV-02355;2025-10-29;2025-10;2025-2026;1;Email;Bordeaux;Karim Belkacem;Sans réponse;2.2
REL-02624;DEV-02356;2025-11-23;2025-11;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Sans réponse;3.9
REL-02625;DEV-02357;2025-11-01;2025-11;2025-2026;1;SMS;Bordeaux;Karim Belkacem;Négociation en cours;4.3
REL-02626;DEV-02357;2025-11-13;2025-11;2025-2026;2;SMS;Bordeaux;Karim Belkacem;Accord obtenu;3.2
REL-02627;DEV-02359;2025-11-06;2025-11;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;7.9
REL-02628;DEV-02360;2025-11-09;2025-11;2025-2026;1;Email;Toulouse;Nadia Cherif;Injoignable;3.2
REL-02629;DEV-02360;2025-11-23;2025-11;2025-2026;2;Téléphone;Toulouse;Nadia Cherif;Sans réponse;3.7
REL-02630;DEV-02361;2025-11-05;2025-11;2025-2026;1;Email;Toulouse;Julien Fabre;Accord obtenu;1.2
REL-02631;DEV-02362;2025-11-03;2025-11;2025-2026;1;SMS;Toulouse;Nadia Cherif;Sans réponse;1.6
REL-02632;DEV-02362;2025-11-11;2025-11;2025-2026;2;Email;Toulouse;Nadia Cherif;Injoignable;2.1
REL-02633;DEV-02363;2025-11-08;2025-11;2025-2026;1;Email;Montpellier;Thomas Rey;Refus signifié;2.9
REL-02634;DEV-02364;2025-11-06;2025-11;2025-2026;1;SMS;Bordeaux;Sophie Marchand;Accord obtenu;4.2
REL-02635;DEV-02365;2025-11-11;2025-11;2025-2026;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;2.4
REL-02636;DEV-02367;2025-11-10;2025-11;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Négociation en cours;3.8
REL-02637;DEV-02368;2025-11-07;2025-11;2025-2026;1;SMS;Montpellier;Thomas Rey;Rappel demandé;2.1
REL-02638;DEV-02368;2025-11-15;2025-11;2025-2026;2;Téléphone;Montpellier;Thomas Rey;Sans réponse;11.2
REL-02639;DEV-02369;2025-11-11;2025-11;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Accord obtenu;5.3
REL-02640;DEV-02372;2025-11-14;2025-11;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Injoignable;12.9
REL-02641;DEV-02373;2025-11-16;2025-11;2025-2026;1;Email;Bordeaux;Karim Belkacem;Sans réponse;4.6
REL-02642;DEV-02373;2025-11-23;2025-11;2025-2026;2;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;13.5
REL-02643;DEV-02373;2025-12-05;2025-12;2025-2026;3;Email;Bordeaux;Karim Belkacem;Négociation en cours;4.2
REL-02644;DEV-02373;2025-12-17;2025-12;2025-2026;4;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;10.8
REL-02645;DEV-02374;2025-11-11;2025-11;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;9.4
REL-02646;DEV-02375;2025-11-19;2025-11;2025-2026;1;SMS;Bordeaux;Sophie Marchand;Sans réponse;2.8
REL-02647;DEV-02378;2025-11-10;2025-11;2025-2026;1;SMS;Bordeaux;Karim Belkacem;Négociation en cours;2.8
REL-02648;DEV-02379;2025-11-07;2025-11;2025-2026;1;Email;Bordeaux;Karim Belkacem;Injoignable;4.0
REL-02649;DEV-02379;2025-11-20;2025-11;2025-2026;2;Email;Bordeaux;Karim Belkacem;Accord obtenu;1.8
REL-02650;DEV-02380;2025-11-12;2025-11;2025-2026;1;Email;Montpellier;Thomas Rey;Sans réponse;3.6
REL-02651;DEV-02380;2025-11-18;2025-11;2025-2026;2;SMS;Montpellier;Thomas Rey;Rappel demandé;3.8
REL-02652;DEV-02381;2025-11-17;2025-11;2025-2026;1;Email;Toulouse;Nadia Cherif;Injoignable;2.4
REL-02653;DEV-02382;2025-11-15;2025-11;2025-2026;1;Email;Bordeaux;Sophie Marchand;Injoignable;2.2
REL-02654;DEV-02382;2025-11-28;2025-11;2025-2026;2;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;10.2
REL-02655;DEV-02382;2025-12-03;2025-12;2025-2026;3;Email;Bordeaux;Sophie Marchand;Accord obtenu;3.8
REL-02656;DEV-02384;2025-11-11;2025-11;2025-2026;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;4.9
REL-02657;DEV-02384;2025-11-17;2025-11;2025-2026;2;Email;Bordeaux;Karim Belkacem;Accord obtenu;2.3
REL-02658;DEV-02385;2025-11-10;2025-11;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Sans réponse;7.6
REL-02659;DEV-02389;2025-11-11;2025-11;2025-2026;1;Email;Montpellier;Thomas Rey;Refus signifié;1.8
REL-02660;DEV-02390;2025-11-19;2025-11;2025-2026;1;Email;Montpellier;Thomas Rey;Sans réponse;4.8
REL-02661;DEV-02390;2025-11-25;2025-11;2025-2026;2;Téléphone;Montpellier;Thomas Rey;Sans réponse;4.4
REL-02662;DEV-02390;2025-12-06;2025-12;2025-2026;3;Email;Montpellier;Thomas Rey;Injoignable;2.3
REL-02663;DEV-02390;2025-12-12;2025-12;2025-2026;4;Email;Montpellier;Thomas Rey;Refus signifié;1.9
REL-02664;DEV-02392;2025-11-13;2025-11;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;2.8
REL-02665;DEV-02392;2025-11-23;2025-11;2025-2026;2;Email;Bordeaux;Karim Belkacem;Sans réponse;2.6
REL-02666;DEV-02393;2025-11-18;2025-11;2025-2026;1;Email;Bordeaux;Karim Belkacem;Sans réponse;3.7
REL-02667;DEV-02395;2025-11-18;2025-11;2025-2026;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;2.8
REL-02668;DEV-02397;2025-11-17;2025-11;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;5.3
REL-02669;DEV-02397;2025-11-25;2025-11;2025-2026;2;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;10.8
REL-02670;DEV-02400;2025-11-17;2025-11;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;11.0
REL-02671;DEV-02401;2025-11-25;2025-11;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Rappel demandé;7.2
REL-02672;DEV-02402;2025-11-25;2025-11;2025-2026;1;SMS;Bordeaux;Karim Belkacem;Refus signifié;2.3
REL-02673;DEV-02405;2025-11-27;2025-11;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Rappel demandé;7.9
REL-02674;DEV-02406;2025-11-17;2025-11;2025-2026;1;SMS;Bordeaux;Karim Belkacem;Rappel demandé;3.6
REL-02675;DEV-02407;2025-11-24;2025-11;2025-2026;1;Email;Montpellier;Thomas Rey;Accord obtenu;1.9
REL-02676;DEV-02409;2025-11-23;2025-11;2025-2026;1;Email;Bordeaux;Sophie Marchand;Accord obtenu;3.2
REL-02677;DEV-02410;2025-11-24;2025-11;2025-2026;1;Email;Bordeaux;Karim Belkacem;Sans réponse;1.1
REL-02678;DEV-02412;2025-11-29;2025-11;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Refus signifié;5.5
REL-02679;DEV-02416;2025-11-28;2025-11;2025-2026;1;Email;Bordeaux;Karim Belkacem;Sans réponse;1.8
REL-02680;DEV-02416;2025-12-04;2025-12;2025-2026;2;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;5.7
REL-02681;DEV-02417;2025-11-30;2025-11;2025-2026;1;Email;Toulouse;Julien Fabre;Injoignable;2.6
REL-02682;DEV-02417;2025-12-13;2025-12;2025-2026;2;Téléphone;Toulouse;Julien Fabre;Accord obtenu;3.3
REL-02683;DEV-02418;2025-11-29;2025-11;2025-2026;1;Email;Montpellier;Thomas Rey;Injoignable;2.1
REL-02684;DEV-02421;2025-11-23;2025-11;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Rappel demandé;5.3
REL-02685;DEV-02421;2025-11-28;2025-11;2025-2026;2;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;7.9
REL-02686;DEV-02422;2025-11-30;2025-11;2025-2026;1;Email;Toulouse;Julien Fabre;Injoignable;4.3
REL-02687;DEV-02422;2025-12-08;2025-12;2025-2026;2;Téléphone;Toulouse;Julien Fabre;Refus signifié;6.3
REL-02688;DEV-02423;2025-12-04;2025-12;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;10.1
REL-02689;DEV-02423;2025-12-15;2025-12;2025-2026;2;Email;Bordeaux;Karim Belkacem;Rappel demandé;3.4
REL-02690;DEV-02425;2025-12-02;2025-12;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Rappel demandé;10.1
REL-02691;DEV-02425;2025-12-16;2025-12;2025-2026;2;Email;Montpellier;Thomas Rey;Rappel demandé;2.2
REL-02692;DEV-02426;2025-11-29;2025-11;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Sans réponse;3.0
REL-02693;DEV-02427;2025-12-04;2025-12;2025-2026;1;Email;Bordeaux;Sophie Marchand;Sans réponse;2.5
REL-02694;DEV-02428;2025-11-28;2025-11;2025-2026;1;SMS;Bordeaux;Karim Belkacem;Accord obtenu;4.2
REL-02695;DEV-02429;2025-12-06;2025-12;2025-2026;1;Téléphone;Toulouse;Nadia Cherif;Sans réponse;6.5
REL-02696;DEV-02430;2025-12-04;2025-12;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Refus signifié;10.9
REL-02697;DEV-02431;2025-12-07;2025-12;2025-2026;1;SMS;Montpellier;Thomas Rey;Refus signifié;2.3
REL-02698;DEV-02438;2025-12-06;2025-12;2025-2026;1;Email;Toulouse;Julien Fabre;Sans réponse;2.2
REL-02699;DEV-02439;2025-12-06;2025-12;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;5.8
REL-02700;DEV-02439;2025-12-15;2025-12;2025-2026;2;Téléphone;Bordeaux;Sophie Marchand;Négociation en cours;6.6
REL-02701;DEV-02440;2025-12-04;2025-12;2025-2026;1;SMS;Bordeaux;Karim Belkacem;Injoignable;3.4
REL-02702;DEV-02441;2025-11-29;2025-11;2025-2026;1;SMS;Bordeaux;Karim Belkacem;Négociation en cours;4.0
REL-02703;DEV-02442;2025-12-05;2025-12;2025-2026;1;Email;Bordeaux;Karim Belkacem;Sans réponse;3.5
REL-02704;DEV-02444;2025-12-05;2025-12;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Sans réponse;2.6
REL-02705;DEV-02446;2025-12-11;2025-12;2025-2026;1;Email;Bordeaux;Sophie Marchand;Accord obtenu;4.2
REL-02706;DEV-02447;2025-12-05;2025-12;2025-2026;1;Email;Toulouse;Nadia Cherif;Refus signifié;1.7
REL-02707;DEV-02450;2025-12-08;2025-12;2025-2026;1;Email;Bordeaux;Sophie Marchand;Sans réponse;1.7
REL-02708;DEV-02452;2025-12-02;2025-12;2025-2026;1;Email;Toulouse;Nadia Cherif;Accord obtenu;2.3
REL-02709;DEV-02453;2025-12-14;2025-12;2025-2026;1;Email;Toulouse;Nadia Cherif;Rappel demandé;2.8
REL-02710;DEV-02453;2025-12-28;2025-12;2025-2026;2;Téléphone;Toulouse;Nadia Cherif;Rappel demandé;4.8
REL-02711;DEV-02454;2025-12-07;2025-12;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Négociation en cours;5.0
REL-02712;DEV-02457;2025-12-14;2025-12;2025-2026;1;Email;Montpellier;Thomas Rey;Refus signifié;4.9
REL-02713;DEV-02460;2025-12-06;2025-12;2025-2026;1;Téléphone;Toulouse;Nadia Cherif;Sans réponse;13.4
REL-02714;DEV-02460;2025-12-17;2025-12;2025-2026;2;SMS;Toulouse;Nadia Cherif;Sans réponse;5.0
REL-02715;DEV-02461;2025-12-19;2025-12;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Sans réponse;2.3
REL-02716;DEV-02463;2025-12-15;2025-12;2025-2026;1;Email;Bordeaux;Sophie Marchand;Sans réponse;4.0
REL-02717;DEV-02465;2025-12-14;2025-12;2025-2026;1;Email;Bordeaux;Sophie Marchand;Refus signifié;1.8
REL-02718;DEV-02468;2025-12-08;2025-12;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Injoignable;10.8
REL-02719;DEV-02471;2025-12-10;2025-12;2025-2026;1;Téléphone;Toulouse;Nadia Cherif;Négociation en cours;3.3
REL-02720;DEV-02473;2025-12-09;2025-12;2025-2026;1;SMS;Bordeaux;Sophie Marchand;Rappel demandé;1.5
REL-02721;DEV-02473;2025-12-23;2025-12;2025-2026;2;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;12.1
REL-02722;DEV-02473;2026-01-05;2026-01;2025-2026;3;Email;Bordeaux;Sophie Marchand;Sans réponse;4.9
REL-02723;DEV-02474;2025-12-13;2025-12;2025-2026;1;Téléphone;Toulouse;Nadia Cherif;Refus signifié;7.0
REL-02724;DEV-02477;2025-12-15;2025-12;2025-2026;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;4.9
REL-02725;DEV-02478;2025-12-17;2025-12;2025-2026;1;Email;Toulouse;Nadia Cherif;Sans réponse;2.2
REL-02726;DEV-02478;2025-12-28;2025-12;2025-2026;2;Téléphone;Toulouse;Nadia Cherif;Rappel demandé;12.5
REL-02727;DEV-02478;2026-01-06;2026-01;2025-2026;3;Téléphone;Toulouse;Nadia Cherif;Négociation en cours;8.1
REL-02728;DEV-02479;2025-12-27;2025-12;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Rappel demandé;8.5
REL-02729;DEV-02480;2025-12-11;2025-12;2025-2026;1;Email;Bordeaux;Karim Belkacem;Sans réponse;4.4
REL-02730;DEV-02480;2025-12-25;2025-12;2025-2026;2;Email;Bordeaux;Karim Belkacem;Accord obtenu;4.0
REL-02731;DEV-02482;2025-12-16;2025-12;2025-2026;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;4.3
REL-02732;DEV-02482;2025-12-22;2025-12;2025-2026;2;Email;Bordeaux;Karim Belkacem;Sans réponse;1.2
REL-02733;DEV-02483;2025-12-16;2025-12;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;6.0
REL-02734;DEV-02484;2025-12-20;2025-12;2025-2026;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;1.6
REL-02735;DEV-02485;2025-12-23;2025-12;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Accord obtenu;7.4
REL-02736;DEV-02486;2025-12-19;2025-12;2025-2026;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;4.8
REL-02737;DEV-02490;2025-12-20;2025-12;2025-2026;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;4.7
REL-02738;DEV-02491;2025-12-25;2025-12;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Rappel demandé;7.5
REL-02739;DEV-02491;2026-01-07;2026-01;2025-2026;2;Email;Toulouse;Julien Fabre;Accord obtenu;3.1
REL-02740;DEV-02494;2025-12-26;2025-12;2025-2026;1;Email;Toulouse;Julien Fabre;Rappel demandé;2.1
REL-02741;DEV-02495;2025-12-20;2025-12;2025-2026;1;Email;Bordeaux;Karim Belkacem;Injoignable;2.4
REL-02742;DEV-02495;2025-12-27;2025-12;2025-2026;2;Email;Bordeaux;Karim Belkacem;Sans réponse;2.1
REL-02743;DEV-02496;2025-12-27;2025-12;2025-2026;1;Téléphone;Toulouse;Nadia Cherif;Injoignable;5.0
REL-02744;DEV-02496;2026-01-01;2026-01;2025-2026;2;Email;Toulouse;Nadia Cherif;Sans réponse;1.9
REL-02745;DEV-02497;2025-12-24;2025-12;2025-2026;1;Email;Toulouse;Nadia Cherif;Accord obtenu;3.0
REL-02746;DEV-02498;2025-12-28;2025-12;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Accord obtenu;7.7
REL-02747;DEV-02507;2025-12-30;2025-12;2025-2026;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;2.0
REL-02748;DEV-02507;2026-01-09;2026-01;2025-2026;2;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;11.0
REL-02749;DEV-02508;2025-12-24;2025-12;2025-2026;1;Téléphone;Bordeaux;Karim Belkacem;Refus signifié;2.9
REL-02750;DEV-02510;2025-12-26;2025-12;2025-2026;1;Email;Toulouse;Nadia Cherif;Accord obtenu;4.1
REL-02751;DEV-02511;2025-12-28;2025-12;2025-2026;1;Téléphone;Toulouse;Julien Fabre;Accord obtenu;4.5
REL-02752;DEV-02512;2025-12-28;2025-12;2025-2026;1;Email;Toulouse;Nadia Cherif;Rappel demandé;4.0
REL-02753;DEV-02512;2026-01-05;2026-01;2025-2026;2;Email;Toulouse;Nadia Cherif;Sans réponse;4.2
REL-02754;DEV-02514;2026-01-02;2026-01;2025-2026;1;Email;Montpellier;Thomas Rey;Injoignable;4.7
REL-02755;DEV-02515;2026-01-02;2026-01;2025-2026;1;Email;Toulouse;Julien Fabre;Négociation en cours;2.0
REL-02756;DEV-02515;2026-01-16;2026-01;2025-2026;2;Email;Toulouse;Julien Fabre;Refus signifié;4.2
REL-02757;DEV-02516;2026-01-11;2026-01;2025-2026;1;Téléphone;Montpellier;Thomas Rey;Refus signifié;11.6
REL-02758;DEV-02517;2026-01-06;2026-01;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Négociation en cours;8.1
REL-02759;DEV-02518;2026-01-02;2026-01;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;3.3
REL-02760;DEV-02519;2025-12-28;2025-12;2025-2026;1;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;10.0
