intervention_id;devis_id;date_intervention;mois;exercice;technicien_id;technicien;agence;categorie;heures_devisees;heures_reelles;cout_horaire;cout_main_oeuvre;cout_materiel;statut_intervention
INT-00489;DEV-01161;2024-08-15;2024-08;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;25.2;26.6;32.0;851.2;3386.49;Terminée
INT-00490;DEV-01165;2024-08-05;2024-08;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;1.8;1.9;30.0;57.0;190.87;Terminée
INT-00491;DEV-01166;2024-08-16;2024-08;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;6.5;6.6;32.0;211.2;993.77;Terminée
INT-00492;DEV-01167;2024-08-12;2024-08;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.6;1.7;32.0;54.4;97.59;Terminée
INT-00493;DEV-01168;2024-08-26;2024-08;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.1;5.2;31.0;161.2;690.01;Terminée
INT-00494;DEV-01169;2024-08-21;2024-08;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.4;1.2;35.0;42.0;250.7;Terminée
INT-00495;DEV-01171;2024-08-22;2024-08;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;16.3;14.5;36.0;522.0;2197.81;Terminée
INT-00496;DEV-01174;2024-07-25;2024-07;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;5.1;4.5;32.0;144.0;977.75;Terminée
INT-00497;DEV-01175;2024-07-29;2024-07;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.1;1.2;33.0;39.6;78.47;Terminée
INT-00498;DEV-01178;2024-08-19;2024-08;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.6;5.0;31.0;155.0;568.17;Terminée
INT-00499;DEV-01179;2024-08-06;2024-08;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;11.1;13.9;28.0;389.2;1131.36;Terminée
INT-00500;DEV-01183;2024-09-10;2024-09;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;26.2;34.1;27.0;920.7;5671.37;Terminée
INT-00501;DEV-01184;2024-08-27;2024-08;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;34.4;32.1;36.0;1155.6;4550.04;Terminée
INT-00502;DEV-01185;2024-09-23;2024-09;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;5.0;5.2;30.0;156.0;592.35;Terminée
INT-00503;DEV-01191;2024-08-13;2024-08;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;6.8;6.8;33.0;224.4;1827.36;Terminée
INT-00504;DEV-01192;2024-08-19;2024-08;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;15.0;16.0;33.0;528.0;1667.23;Terminée
INT-00505;DEV-01193;2024-08-14;2024-08;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;3.4;3.6;31.0;111.6;179.2;Terminée
INT-00506;DEV-01205;2024-08-19;2024-08;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Dépannage;2.2;2.6;27.0;70.2;137.3;Terminée
INT-00507;DEV-01209;2024-08-26;2024-08;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.9;2.3;28.0;64.4;106.68;Terminée
INT-00508;DEV-01211;2024-09-16;2024-09;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.7;1.5;35.0;52.5;129.8;Terminée
INT-00509;DEV-01213;2024-09-11;2024-09;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;14.6;15.8;33.0;521.4;1787.47;Terminée
INT-00510;DEV-01218;2024-10-08;2024-10;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;17.2;17.3;33.0;570.9;1517.34;Terminée
INT-00511;DEV-01221;2024-08-28;2024-08;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;3.3;3.1;36.0;111.6;327.69;Terminée
INT-00512;DEV-01226;2024-09-02;2024-09;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;31.2;31.0;30.0;930.0;3150.94;Terminée
INT-00513;DEV-01227;2024-09-02;2024-09;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;15.1;13.5;32.0;432.0;2055.7;Terminée
INT-00514;DEV-01229;2024-09-13;2024-09;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;16.5;17.9;33.0;590.7;1738.82;Terminée
INT-00515;DEV-01231;2024-09-20;2024-09;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;4.1;4.1;32.0;131.2;695.15;Terminée
INT-00516;DEV-01232;2024-08-30;2024-08;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;14.5;14.7;33.0;485.1;4610.45;Terminée
INT-00517;DEV-01233;2024-09-02;2024-09;2024-2025;TEC-08;Elodie Ravel;Toulouse;Salle de bain;5.9;5.6;32.0;179.2;570.82;Terminée
INT-00518;DEV-01234;2024-09-27;2024-09;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.8;28.0;50.4;139.2;Terminée
INT-00519;DEV-01236;2024-09-30;2024-09;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;13.4;12.8;30.0;384.0;2116.42;Terminée
INT-00520;DEV-01240;2024-09-25;2024-09;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;48.8;48.5;31.0;1503.5;6419.51;Terminée
INT-00521;DEV-01242;2024-09-02;2024-09;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.8;3.4;35.0;119.0;332.73;Terminée
INT-00522;DEV-01243;2024-09-20;2024-09;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;47.9;42.6;31.0;1320.6;15690.67;Terminée
INT-00523;DEV-01244;2024-09-02;2024-09;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;41.9;42.3;31.0;1311.3;5358.48;Terminée
INT-00524;DEV-01245;2024-09-06;2024-09;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;14.5;13.1;31.0;406.1;4947.72;Terminée
INT-00525;DEV-01247;2024-09-30;2024-09;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;5.0;5.6;30.0;168.0;1264.45;Terminée
INT-00526;DEV-01248;2024-09-30;2024-09;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;41.9;53.8;28.0;1506.4;6068.84;Terminée
INT-00527;DEV-01249;2024-10-07;2024-10;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;25.7;26.8;30.0;804.0;5206.24;Terminée
INT-00528;DEV-01252;2024-10-17;2024-10;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.0;1.0;33.0;33.0;86.35;Terminée
INT-00529;DEV-01256;2024-09-10;2024-09;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.7;2.1;28.0;58.8;131.18;Terminée
INT-00530;DEV-01257;2024-09-16;2024-09;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.2;5.6;33.0;184.8;899.58;Terminée
INT-00531;DEV-01261;2024-09-18;2024-09;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;77.1;67.6;32.0;2163.2;11991.66;Terminée
INT-00532;DEV-01262;2024-09-19;2024-09;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;4.3;4.0;31.0;124.0;328.24;Terminée
INT-00533;DEV-01264;2024-10-15;2024-10;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;2.2;2.0;31.0;62.0;261.79;Terminée
INT-00534;DEV-01266;2024-09-16;2024-09;2024-2025;TEC-08;Elodie Ravel;Toulouse;Salle de bain;16.9;16.1;32.0;515.2;2017.32;Terminée
INT-00535;DEV-01268;2024-10-21;2024-10;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.9;28.0;53.2;128.68;Terminée
INT-00536;DEV-01270;2024-09-30;2024-09;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;4.1;3.8;32.0;121.6;606.68;Terminée
INT-00537;DEV-01272;2024-09-12;2024-09;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;43.6;46.2;33.0;1524.6;5864.83;Terminée
INT-00538;DEV-01274;2024-09-18;2024-09;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;2.0;2.1;32.0;67.2;191.56;Terminée
INT-00539;DEV-01275;2024-09-30;2024-09;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.5;1.5;31.0;46.5;120.12;Terminée
INT-00540;DEV-01278;2024-10-14;2024-10;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;6.1;6.9;30.0;207.0;594.35;Terminée
INT-00541;DEV-01279;2024-10-01;2024-10;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;2.1;2.2;30.0;66.0;176.48;Terminée
INT-00542;DEV-01284;2024-10-14;2024-10;2024-2025;TEC-08;Elodie Ravel;Toulouse;Salle de bain;5.8;5.6;32.0;179.2;587.34;Terminée
INT-00543;DEV-01287;2024-10-10;2024-10;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.2;3.0;28.0;84.0;139.89;Terminée
INT-00544;DEV-01293;2024-11-06;2024-11;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;8.6;8.8;35.0;308.0;2327.55;Terminée
INT-00545;DEV-01296;2024-10-16;2024-10;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.8;4.9;30.0;147.0;741.88;Terminée
INT-00546;DEV-01305;2024-10-11;2024-10;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;3.5;2.9;36.0;104.4;385.16;Terminée
INT-00547;DEV-01311;2024-11-07;2024-11;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;25.7;26.8;32.0;857.6;6376.86;Terminée
INT-00548;DEV-01315;2024-10-18;2024-10;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.2;5.2;31.0;161.2;616.71;Terminée
INT-00549;DEV-01317;2024-11-04;2024-11;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.4;1.4;31.0;43.4;127.75;Terminée
INT-00550;DEV-01321;2024-10-17;2024-10;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;1.9;1.8;32.0;57.6;325.46;Terminée
INT-00551;DEV-01330;2024-10-23;2024-10;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;9.7;9.2;35.0;322.0;1785.18;Terminée
INT-00552;DEV-01331;2024-10-11;2024-10;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;26.8;24.1;35.0;843.5;5472.45;Terminée
INT-00553;DEV-01334;2024-11-04;2024-11;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.8;2.3;28.0;64.4;127.07;Terminée
INT-00554;DEV-01335;2024-10-08;2024-10;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;46.4;50.1;31.0;1553.1;5948.96;Terminée
INT-00555;DEV-01336;2024-11-08;2024-11;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;6.3;5.6;31.0;173.6;1103.88;Terminée
INT-00556;DEV-01337;2024-11-20;2024-11;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;29.3;26.1;36.0;939.6;11669.66;Terminée
INT-00557;DEV-01340;2024-10-30;2024-10;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;5.5;6.7;28.0;187.6;388.48;Terminée
INT-00558;DEV-01342;2024-12-04;2024-12;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.4;4.7;30.0;141.0;425.74;Terminée
INT-00559;DEV-01344;2024-10-22;2024-10;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;13.7;13.7;35.0;479.5;4551.09;Terminée
INT-00560;DEV-01345;2024-10-30;2024-10;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;7.3;7.4;32.0;236.8;1751.11;Terminée
INT-00561;DEV-01346;2024-11-11;2024-11;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.1;2.5;28.0;70.0;155.71;Terminée
INT-00562;DEV-01347;2024-12-03;2024-12;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;13.8;15.0;30.0;450.0;1873.2;Terminée
INT-00563;DEV-01350;2024-11-25;2024-11;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;10.2;9.0;35.0;315.0;1660.06;Terminée
INT-00564;DEV-01351;2024-11-18;2024-11;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;6.1;6.0;31.0;186.0;1418.43;Terminée
INT-00565;DEV-01352;2024-10-25;2024-10;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;1.1;1.1;36.0;39.6;48.93;Terminée
INT-00566;DEV-01355;2024-10-14;2024-10;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.2;2.5;28.0;70.0;160.65;Terminée
INT-00567;DEV-01358;2024-11-04;2024-11;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;2.3;2.5;27.0;67.5;193.87;Terminée
INT-00568;DEV-01359;2024-11-12;2024-11;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.7;1.7;33.0;56.1;94.74;Terminée
INT-00569;DEV-01366;2024-10-28;2024-10;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;15.5;16.6;31.0;514.6;2545.36;Terminée
INT-00570;DEV-01368;2024-10-31;2024-10;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;12.3;11.0;35.0;385.0;3107.23;Terminée
INT-00571;DEV-01370;2024-11-15;2024-11;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;47.5;45.4;30.0;1362.0;6768.58;Terminée
INT-00572;DEV-01372;2024-11-28;2024-11;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.8;4.5;30.0;135.0;792.56;Terminée
INT-00573;DEV-01373;2024-11-18;2024-11;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.9;28.0;53.2;113.74;Terminée
INT-00574;DEV-01376;2024-11-27;2024-11;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;25.7;22.1;35.0;773.5;6972.91;Terminée
INT-00575;DEV-01388;2024-11-04;2024-11;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;42.2;45.8;31.0;1419.8;12413.01;Terminée
INT-00576;DEV-01391;2024-11-21;2024-11;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;2.1;2.1;30.0;63.0;321.58;Terminée
INT-00577;DEV-01393;2024-11-19;2024-11;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;15.3;14.6;36.0;525.6;1860.82;Terminée
INT-00578;DEV-01397;2024-12-04;2024-12;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;15.6;15.5;33.0;511.5;4237.15;Terminée
INT-00579;DEV-01398;2024-12-12;2024-12;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;5.1;5.6;30.0;168.0;1966.03;Terminée
INT-00580;DEV-01400;2024-11-15;2024-11;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;12.5;11.9;35.0;416.5;4892.52;Terminée
INT-00581;DEV-01401;2024-11-18;2024-11;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;10.0;9.2;35.0;322.0;1269.22;Terminée
INT-00582;DEV-01411;2024-12-03;2024-12;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;16.2;20.0;28.0;560.0;4111.84;Terminée
INT-00583;DEV-01414;2024-12-13;2024-12;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.9;1.7;31.0;52.7;306.65;Terminée
INT-00584;DEV-01417;2024-12-06;2024-12;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;2.3;2.5;31.0;77.5;122.8;Terminée
INT-00585;DEV-01420;2024-12-09;2024-12;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.5;1.4;32.0;44.8;139.29;Terminée
INT-00586;DEV-01421;2024-12-02;2024-12;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;7.2;7.9;32.0;252.8;1586.79;Terminée
INT-00587;DEV-01422;2024-12-30;2024-12;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.8;5.7;31.0;176.7;574.43;Terminée
INT-00588;DEV-01424;2024-11-28;2024-11;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.6;28.0;44.8;119.2;Terminée
INT-00589;DEV-01425;2024-12-25;2024-12;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;4.5;5.0;33.0;165.0;934.13;Terminée
INT-00590;DEV-01427;2024-12-13;2024-12;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.0;1.0;35.0;35.0;86.71;Terminée
INT-00591;DEV-01428;2024-12-06;2024-12;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.6;5.1;31.0;158.1;1268.91;Terminée
INT-00592;DEV-01433;2024-11-27;2024-11;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.6;1.9;28.0;53.2;215.57;Terminée
INT-00593;DEV-01434;2024-12-13;2024-12;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.2;2.5;28.0;70.0;128.33;Terminée
INT-00594;DEV-01435;2024-12-09;2024-12;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.0;1.1;31.0;34.1;89.72;Terminée
INT-00595;DEV-01436;2024-12-09;2024-12;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;14.8;15.2;30.0;456.0;1899.09;Terminée
INT-00596;DEV-01437;2024-11-15;2024-11;2024-2025;TEC-08;Elodie Ravel;Toulouse;Salle de bain;14.8;15.1;32.0;483.2;2146.56;Terminée
INT-00597;DEV-01438;2024-12-05;2024-12;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Salle de bain;5.3;5.0;36.0;180.0;545.97;Terminée
INT-00598;DEV-01444;2024-12-06;2024-12;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;2.2;2.5;27.0;67.5;414.79;Terminée
INT-00599;DEV-01447;2024-12-25;2024-12;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;4.6;5.0;33.0;165.0;890.14;Terminée
INT-00600;DEV-01448;2024-12-16;2024-12;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.9;3.8;35.0;133.0;340.09;Terminée
INT-00601;DEV-01450;2025-01-07;2025-01;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;15.7;16.0;30.0;480.0;1816.63;Terminée
INT-00602;DEV-01451;2024-12-06;2024-12;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;13.9;13.0;32.0;416.0;1666.19;Terminée
INT-00603;DEV-01452;2024-12-18;2024-12;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.4;1.6;28.0;44.8;117.89;Terminée
INT-00604;DEV-01454;2024-12-30;2024-12;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.4;5.6;33.0;184.8;2068.36;Terminée
INT-00605;DEV-01458;2024-12-09;2024-12;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;27.9;24.2;32.0;774.4;7149.96;Terminée
INT-00606;DEV-01459;2025-01-01;2025-01;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.9;1.8;31.0;55.8;143.99;Terminée
INT-00607;DEV-01463;2024-12-04;2024-12;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;42.6;47.8;32.0;1529.6;6806.9;Terminée
INT-00608;DEV-01465;2025-01-03;2025-01;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;9.3;8.4;35.0;294.0;1213.53;Terminée
INT-00609;DEV-01466;2024-12-25;2024-12;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;15.6;14.8;32.0;473.6;2342.73;Terminée
INT-00610;DEV-01467;2024-12-18;2024-12;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;6.6;6.9;32.0;220.8;1502.37;Terminée
INT-00611;DEV-01469;2024-12-18;2024-12;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;47.0;56.2;28.0;1573.6;6097.1;Terminée
INT-00612;DEV-01471;2025-01-10;2025-01;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;14.6;15.9;32.0;508.8;1656.37;Terminée
INT-00613;DEV-01473;2024-12-16;2024-12;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.0;2.4;28.0;67.2;123.72;Terminée
INT-00614;DEV-01475;2025-01-20;2025-01;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.7;3.2;35.0;112.0;481.53;Terminée
INT-00615;DEV-01477;2025-01-13;2025-01;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Dépannage;6.1;6.1;32.0;195.2;470.09;Terminée
INT-00616;DEV-01480;2025-01-07;2025-01;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;8.8;8.5;36.0;306.0;3078.0;Terminée
INT-00617;DEV-01483;2025-01-06;2025-01;2024-2025;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;28.7;29.2;30.0;876.0;4356.58;Terminée
INT-00618;DEV-01484;2024-12-10;2024-12;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;26.6;24.2;35.0;847.0;21511.56;Terminée
INT-00619;DEV-01490;2024-12-09;2024-12;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.3;3.3;35.0;115.5;711.12;Terminée
INT-00620;DEV-01491;2025-01-02;2025-01;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.3;2.8;35.0;98.0;381.38;Terminée
INT-00621;DEV-01492;2025-01-09;2025-01;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;2.2;2.7;27.0;72.9;231.73;Terminée
INT-00622;DEV-01493;2024-12-18;2024-12;2024-2025;TEC-06;Pierre Vasseur;Toulouse;Chauffage;3.4;2.9;36.0;104.4;289.04;Terminée
INT-00623;DEV-01494;2025-01-03;2025-01;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;0.9;1.0;28.0;28.0;84.3;Terminée
INT-00624;DEV-01496;2025-01-28;2025-01;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.6;28.0;44.8;109.92;Terminée
INT-00625;DEV-01497;2025-01-01;2025-01;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.0;1.1;33.0;36.3;83.78;Terminée
INT-00626;DEV-01499;2025-01-06;2025-01;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.7;5.4;31.0;167.4;578.75;Terminée
INT-00627;DEV-01501;2024-12-16;2024-12;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Plomberie;2.0;2.4;27.0;64.8;200.72;Terminée
INT-00628;DEV-01506;2025-01-15;2025-01;2024-2025;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.1;5.6;33.0;184.8;722.08;Terminée
INT-00629;DEV-01507;2025-01-16;2025-01;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;12.7;13.0;35.0;455.0;3474.55;Terminée
INT-00630;DEV-01511;2025-01-14;2025-01;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;1.1;1.0;35.0;35.0;52.92;Terminée
INT-00631;DEV-01512;2024-12-26;2024-12;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.8;2.2;28.0;61.6;221.24;Terminée
INT-00632;DEV-01516;2024-12-27;2024-12;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;2.3;2.2;31.0;68.2;238.41;Terminée
INT-00633;DEV-01517;2025-01-06;2025-01;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Dépannage;4.2;4.9;27.0;132.3;376.13;Terminée
INT-00634;DEV-01518;2025-01-06;2025-01;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.4;2.9;35.0;101.5;332.28;Terminée
INT-00635;DEV-01521;2025-01-17;2025-01;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.0;28.0;28.0;100.12;Terminée
INT-00636;DEV-01524;2025-02-10;2025-02;2024-2025;TEC-04;Lucas Bertin;Bordeaux;Dépannage;4.9;5.3;27.0;143.1;328.57;Terminée
INT-00637;DEV-01527;2024-12-30;2024-12;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.0;1.0;35.0;35.0;167.86;Terminée
INT-00638;DEV-01528;2025-02-14;2025-02;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.5;5.7;31.0;176.7;1237.6;Terminée
INT-00639;DEV-01529;2025-01-24;2025-01;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;30.1;28.9;35.0;1011.5;15831.82;Terminée
INT-00640;DEV-01531;2025-01-24;2025-01;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;12.9;11.8;35.0;413.0;6330.58;Terminée
INT-00641;DEV-01536;2025-01-06;2025-01;2024-2025;TEC-11;Damien Roche;Montpellier;Salle de bain;5.6;7.3;34.0;248.2;1341.99;Terminée
INT-00642;DEV-01537;2025-02-10;2025-02;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;3.3;4.1;28.0;114.8;409.97;Terminée
INT-00643;DEV-01541;2025-01-17;2025-01;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;45.1;49.2;31.0;1525.2;6039.95;Terminée
INT-00644;DEV-01542;2025-01-27;2025-01;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.7;1.5;35.0;52.5;154.24;Terminée
INT-00645;DEV-01544;2025-02-03;2025-02;2024-2025;TEC-08;Elodie Ravel;Toulouse;Électricité;7.8;7.7;32.0;246.4;948.16;Terminée
INT-00646;DEV-01551;2025-02-17;2025-02;2024-2025;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.1;1.1;31.0;34.1;99.87;Terminée
INT-00647;DEV-01553;2025-02-17;2025-02;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;30.3;30.7;35.0;1074.5;18362.38;Terminée
INT-00648;DEV-01554;2025-02-14;2025-02;2024-2025;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.6;28.0;44.8;128.86;Terminée
INT-00649;DEV-01556;2025-02-27;2025-02;2024-2025;TEC-01;Marc Delaunay;Bordeaux;Plomberie;28.0;26.0;32.0;832.0;3382.56;Terminée
INT-00650;DEV-01558;2025-03-03;2025-03;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;2.7;2.7;35.0;94.5;232.51;Terminée
INT-00651;DEV-01559;2025-01-22;2025-01;2024-2025;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;12.2;10.8;35.0;378.0;3419.17;Terminée
